transaction_id,date,timestamp,account_id,fi_type,direction,mode,amount,narration,balance_after
TXN_PRIYA_SRC_DEPOSIT_20250615_0007,2025-06-15,2025-06-15T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2499.00,UPI/DE/ACT FIBERNET BILL/2025-06,206297.00
TXN_PRIYA_SRC_DEPOSIT_20250616_0030,2025-06-16,2025-06-16T08:17:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1015.00,UPI/DE/MOM,205282.00
TXN_PRIYA_SRC_DEPOSIT_20250617_0008,2025-06-17,2025-06-17T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1580.00,UPI/DE/BESCOM ELECTRICITY/2025-06,203702.00
TXN_PRIYA_SRC_DEPOSIT_20250617_0029,2025-06-17,2025-06-17T10:28:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,298.00,UPI/DE/BHARATPE*OM SAI,203404.00
TXN_PRIYA_SRC_DEPOSIT_20250618_0015,2025-06-18,2025-06-18T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,119.00,CARD/DE/SPOTIFY,203285.00
TXN_PRIYA_SRC_DEPOSIT_20250618_0028,2025-06-18,2025-06-18T10:41:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,395.00,UPI/DE/OM MEDICALS,202890.00
TXN_PRIYA_SRC_DEPOSIT_20250618_0021,2025-06-18,2025-06-18T20:36:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,686.00,UPI/DE/PAPA,202204.00
TXN_PRIYA_SRC_DEPOSIT_20250619_0009,2025-06-19,2025-06-19T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,899.00,UPI/DE/AIRTEL MOBILE/2025-06,201305.00
TXN_PRIYA_SRC_DEPOSIT_20250620_0016,2025-06-20,2025-06-20T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,650.00,CARD/DE/LINKEDIN PREMIUM,200655.00
TXN_PRIYA_SRC_DEPOSIT_20250620_0034,2025-06-20,2025-06-20T10:24:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,829.00,UPI/DE/NATURAL FRUITS,199826.00
TXN_PRIYA_SRC_DEPOSIT_20250620_0026,2025-06-20,2025-06-20T10:36:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,363.00,UPI/DE/PUJA STORE,199463.00
TXN_PRIYA_SRC_DEPOSIT_20250621_0036,2025-06-21,2025-06-21T11:40:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,ATM,5000.00,ATM/DE/CASH WITHDRAWAL/2025-06,194463.00
TXN_PRIYA_SRC_DEPOSIT_20250622_0010,2025-06-22,2025-06-22T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,6200.00,UPI/DE/APARTMENT MAINTENANCE/2025-06,188263.00
TXN_PRIYA_SRC_DEPOSIT_20250623_0023,2025-06-23,2025-06-23T19:14:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1079.00,UPI/DE/KIRANA MART,187184.00
TXN_PRIYA_SRC_DEPOSIT_20250624_0011,2025-06-24,2025-06-24T10:35:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1120.00,UPI/DE/INDANE LPG/2025-06,186064.00
TXN_PRIYA_SRC_DEPOSIT_20250624_0024,2025-06-24,2025-06-24T19:03:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,344.00,UPI/DE/IYENGAR BAKERY,185720.00
TXN_PRIYA_SRC_DEPOSIT_20250625_0017,2025-06-25,2025-06-25T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,249.00,CARD/DE/NEWSPAPER DIGITAL,185471.00
TXN_PRIYA_SRC_DEPOSIT_20250626_0037,2025-06-26,2025-06-26T11:41:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,ATM,10000.00,ATM/DE/CASH WITHDRAWAL/2025-06,175471.00
TXN_PRIYA_SRC_DEPOSIT_20250626_0025,2025-06-26,2025-06-26T18:52:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,736.00,UPI/DE/SANJAY PLUMBER,174735.00
TXN_PRIYA_SRC_DEPOSIT_20250627_0033,2025-06-27,2025-06-27T08:07:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,158.00,UPI/DE/METRO CARD,174577.00
TXN_PRIYA_SRC_DEPOSIT_20250628_0001,2025-06-28,2025-06-28T09:15:00+05:30,acc_deposit_priya_hdfc_0001,deposit,CREDIT,FT,265957.00,FT/CR/BANYAN PRODUCT LABS SALARY/2025-06,440534.00
TXN_PRIYA_SRC_DEPOSIT_20250628_0032,2025-06-28,2025-06-28T12:37:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,206.00,UPI/DE/METRO CARD,440328.00
TXN_PRIYA_SRC_DEPOSIT_20250629_0002,2025-06-29,2025-06-29T10:30:00+05:30,acc_deposit_priya_hdfc_0001,deposit,CREDIT,FT,3244.00,FT/CR/SAVINGS INTEREST/2025-06,443572.00
TXN_PRIYA_SRC_DEPOSIT_20250630_0022,2025-06-30,2025-06-30T17:20:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,76.00,UPI/DE/PARKING FEE,443496.00
TXN_PRIYA_SRC_DEPOSIT_20250703_0045,2025-07-03,2025-07-03T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,68000.00,UPI/DE/RENT TO LANDLORD/2025-07,375496.00
TXN_PRIYA_SRC_DEPOSIT_20250704_0053,2025-07-04,2025-07-04T10:35:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2500.00,UPI/DE/PARKING CHARGES/2025-07,372996.00
TXN_PRIYA_SRC_DEPOSIT_20250704_0065,2025-07-04,2025-07-04T19:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,374.00,UPI/DE/STATIONERY SHOP,372622.00
TXN_PRIYA_SRC_DEPOSIT_20250705_0054,2025-07-05,2025-07-05T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,75.00,CARD/DE/ICLOUD,372547.00
TXN_PRIYA_SRC_DEPOSIT_20250705_0570,2025-07-05,2025-07-05T09:30:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,31000.00,NACH/DE/HDFC ERGO HEALTH PREMIUM,341547.00
TXN_PRIYA_SRC_INSURANCE_POLICIES_20250705_0571,2025-07-05,2025-07-05T10:05:00+05:30,acc_ins_priya_family_0001,insurance_policies,CREDIT,POLICY,10850.00,INS/CR/POLICY VALUE,170850.00
TXN_PRIYA_SRC_DEPOSIT_20250706_0083,2025-07-06,2025-07-06T09:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,28000.00,NACH/DE/ICICI PRUDENTIAL BLUECHIP/2025-07,313547.00
TXN_PRIYA_SRC_MUTUAL_FUNDS_20250706_0084,2025-07-06,2025-07-06T10:30:00+05:30,acc_mf_priya_hdfc_0001,mutual_funds,CREDIT,SIP,28000.00,MF/CR/PURCHASE/ICICI PRUDENTIAL BLUECHIP/2025-07,908000.00
TXN_PRIYA_SRC_DEPOSIT_20250706_0073,2025-07-06,2025-07-06T19:12:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,875.00,UPI/DE/CAKE SHOP,312672.00
TXN_PRIYA_SRC_DEPOSIT_20250707_0055,2025-07-07,2025-07-07T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,130.00,CARD/DE/GOOGLE ONE,312542.00
TXN_PRIYA_SRC_DEPOSIT_20250707_0074,2025-07-07,2025-07-07T18:11:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,521.00,UPI/DE/NATURAL FRUITS,312021.00
TXN_PRIYA_SRC_DEPOSIT_20250707_0063,2025-07-07,2025-07-07T18:31:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2721.00,UPI/DE/COOK PAYMENT,309300.00
TXN_PRIYA_SRC_DEPOSIT_20250708_0046,2025-07-08,2025-07-08T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,24500.00,NACH/DE/HDFC CREDILA EDUCATION LOAN/2025-07,284800.00
TXN_PRIYA_SRC_DEPOSIT_20250708_0072,2025-07-08,2025-07-08T17:21:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,582.00,UPI/DE/SURESH,284218.00
TXN_PRIYA_SRC_DEPOSIT_20250709_0047,2025-07-09,2025-07-09T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,FT,35000.00,FT/DE/PAPA SBI/2025-07,249218.00
TXN_PRIYA_SRC_DEPOSIT_20250709_0078,2025-07-09,2025-07-09T10:10:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,793.00,UPI/DE/DR SHARMA CLINIC,248425.00
TXN_PRIYA_SRC_DEPOSIT_20250711_0080,2025-07-11,2025-07-11T08:47:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,585.00,UPI/DE/OM MEDICALS,247840.00
TXN_PRIYA_SRC_DEPOSIT_20250711_0087,2025-07-11,2025-07-11T09:35:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,18000.00,NACH/DE/HDFC RECURRING DEPOSIT/2025-07,229840.00
TXN_PRIYA_SRC_RECURRING_DEPOSIT_20250711_0088,2025-07-11,2025-07-11T10:00:00+05:30,acc_rd_priya_hdfc_0001,recurring_deposit,CREDIT,NACH,18000.00,RD/CR/INSTALLMENT/2025-07,126000.00
TXN_PRIYA_SRC_DEPOSIT_20250712_0070,2025-07-12,2025-07-12T10:01:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,87.00,UPI/DE/CHAAT CORNER,229753.00
TXN_PRIYA_SRC_DEPOSIT_20250712_0048,2025-07-12,2025-07-12T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,8500.00,UPI/DE/MEENA HOUSEHELP/2025-07,221253.00
TXN_PRIYA_SRC_DEPOSIT_20250713_0056,2025-07-13,2025-07-13T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,129.00,CARD/DE/YOUTUBE PREMIUM,221124.00
TXN_PRIYA_SRC_DEPOSIT_20250713_0067,2025-07-13,2025-07-13T17:15:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,177.00,UPI/DE/CHAAT CORNER,220947.00
TXN_PRIYA_SRC_DEPOSIT_20250714_0081,2025-07-14,2025-07-14T08:01:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,508.00,UPI/DE/PRINT CENTER,220439.00
TXN_PRIYA_SRC_DEPOSIT_20250714_0085,2025-07-14,2025-07-14T09:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,12000.00,NACH/DE/NPS TIER I/2025-07,208439.00
TXN_PRIYA_SRC_MUTUAL_FUNDS_20250714_0086,2025-07-14,2025-07-14T10:30:00+05:30,acc_mf_priya_hdfc_0001,mutual_funds,CREDIT,SIP,12000.00,MF/CR/PURCHASE/NPS TIER I/2025-07,920000.00
TXN_PRIYA_SRC_DEPOSIT_20250714_0068,2025-07-14,2025-07-14T12:27:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,827.00,UPI/DE/ROHAN,207612.00
TXN_PRIYA_SRC_DEPOSIT_20250715_0049,2025-07-15,2025-07-15T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2499.00,UPI/DE/ACT FIBERNET BILL/2025-07,205113.00
TXN_PRIYA_SRC_DEPOSIT_20250716_0060,2025-07-16,2025-07-16T18:35:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,FT,18000.00,FT/DE/ANIKET ICICI/2025-07,187113.00
TXN_PRIYA_SRC_DEPOSIT_20250717_0050,2025-07-17,2025-07-17T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2260.00,UPI/DE/BESCOM ELECTRICITY/2025-07,184853.00
TXN_PRIYA_SRC_DEPOSIT_20250718_0057,2025-07-18,2025-07-18T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,119.00,CARD/DE/SPOTIFY,184734.00
TXN_PRIYA_SRC_DEPOSIT_20250718_0076,2025-07-18,2025-07-18T10:24:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,218.00,UPI/DE/FRUIT SHOP,184516.00
TXN_PRIYA_SRC_DEPOSIT_20250718_0075,2025-07-18,2025-07-18T18:39:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,238.00,UPI/DE/APOLLO PHARMACY,184278.00
TXN_PRIYA_SRC_DEPOSIT_20250718_0071,2025-07-18,2025-07-18T20:53:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,802.00,UPI/DE/SANJAY PLUMBER,183476.00
TXN_PRIYA_SRC_DEPOSIT_20250719_0051,2025-07-19,2025-07-19T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,899.00,UPI/DE/AIRTEL MOBILE/2025-07,182577.00
TXN_PRIYA_SRC_DEPOSIT_20250720_0058,2025-07-20,2025-07-20T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,650.00,CARD/DE/LINKEDIN PREMIUM,181927.00
TXN_PRIYA_SRC_DEPOSIT_20250720_0077,2025-07-20,2025-07-20T10:15:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,411.00,UPI/DE/AUTO RAMESH,181516.00
TXN_PRIYA_SRC_DEPOSIT_20250721_0082,2025-07-21,2025-07-21T11:40:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,ATM,5000.00,ATM/DE/CASH WITHDRAWAL/2025-07,176516.00
TXN_PRIYA_SRC_DEPOSIT_20250722_0052,2025-07-22,2025-07-22T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,6200.00,UPI/DE/APARTMENT MAINTENANCE/2025-07,170316.00
TXN_PRIYA_SRC_DEPOSIT_20250724_0061,2025-07-24,2025-07-24T12:20:00+05:30,acc_deposit_priya_hdfc_0001,deposit,CREDIT,FT,30000.00,FT/CR/ICICI SAVINGS TRANSFER/2025-07,200316.00
TXN_PRIYA_SRC_DEPOSIT_20250725_0059,2025-07-25,2025-07-25T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,249.00,CARD/DE/NEWSPAPER DIGITAL,200067.00
TXN_PRIYA_SRC_DEPOSIT_20250726_0064,2025-07-26,2025-07-26T08:02:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1050.00,UPI/DE/CAR CLEANER,199017.00
TXN_PRIYA_SRC_DEPOSIT_20250726_0062,2025-07-26,2025-07-26T08:47:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,957.00,UPI/DE/KIRANA MART,198060.00
TXN_PRIYA_SRC_DEPOSIT_20250728_0079,2025-07-28,2025-07-28T08:15:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1543.00,UPI/DE/GIFT PALACE,196517.00
TXN_PRIYA_SRC_DEPOSIT_20250728_0044,2025-07-28,2025-07-28T09:15:00+05:30,acc_deposit_priya_hdfc_0001,deposit,CREDIT,FT,261126.00,FT/CR/BANYAN PRODUCT LABS SALARY/2025-07,457643.00
TXN_PRIYA_SRC_DEPOSIT_20250729_0069,2025-07-29,2025-07-29T08:40:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1710.00,UPI/DE/COOK PAYMENT,455933.00
TXN_PRIYA_SRC_DEPOSIT_20250731_0066,2025-07-31,2025-07-31T08:52:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,230.00,UPI/DE/PUJA STORE,455703.00
TXN_PRIYA_SRC_DEPOSIT_20250801_0118,2025-08-01,2025-08-01T17:39:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,286.00,UPI/DE/CHAAT CORNER,455417.00
TXN_PRIYA_SRC_DEPOSIT_20250803_0090,2025-08-03,2025-08-03T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,68000.00,UPI/DE/RENT TO LANDLORD/2025-08,387417.00
TXN_PRIYA_SRC_DEPOSIT_20250803_0112,2025-08-03,2025-08-03T18:03:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,177.00,UPI/DE/WATER CAN SUPPLY,387240.00
TXN_PRIYA_SRC_DEPOSIT_20250804_0122,2025-08-04,2025-08-04T08:16:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,859.00,UPI/DE/PAPA,386381.00
TXN_PRIYA_SRC_DEPOSIT_20250805_0099,2025-08-05,2025-08-05T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,75.00,CARD/DE/ICLOUD,386306.00
TXN_PRIYA_SRC_DEPOSIT_20250806_0128,2025-08-06,2025-08-06T09:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,28000.00,NACH/DE/ICICI PRUDENTIAL BLUECHIP/2025-08,358306.00
TXN_PRIYA_SRC_MUTUAL_FUNDS_20250806_0129,2025-08-06,2025-08-06T10:30:00+05:30,acc_mf_priya_hdfc_0001,mutual_funds,CREDIT,SIP,28000.00,MF/CR/PURCHASE/ICICI PRUDENTIAL BLUECHIP/2025-08,948000.00
TXN_PRIYA_SRC_DEPOSIT_20250806_0105,2025-08-06,2025-08-06T13:10:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,FT,22000.00,FT/DE/HDFC SAVINGS TRANSFER/2025-08,336306.00
TXN_PRIYA_SRC_DEPOSIT_20250807_0100,2025-08-07,2025-08-07T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,130.00,CARD/DE/GOOGLE ONE,336176.00
TXN_PRIYA_SRC_DEPOSIT_20250807_0106,2025-08-07,2025-08-07T18:19:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,572.00,UPI/DE/METRO CARD,335604.00
TXN_PRIYA_SRC_DEPOSIT_20250808_0091,2025-08-08,2025-08-08T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,24500.00,NACH/DE/HDFC CREDILA EDUCATION LOAN/2025-08,311104.00
TXN_PRIYA_SRC_DEPOSIT_20250809_0092,2025-08-09,2025-08-09T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,FT,35000.00,FT/DE/PAPA SBI/2025-08,276104.00
TXN_PRIYA_SRC_DEPOSIT_20250811_0132,2025-08-11,2025-08-11T09:35:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,18000.00,NACH/DE/HDFC RECURRING DEPOSIT/2025-08,258104.00
TXN_PRIYA_SRC_RECURRING_DEPOSIT_20250811_0133,2025-08-11,2025-08-11T10:00:00+05:30,acc_rd_priya_hdfc_0001,recurring_deposit,CREDIT,NACH,18000.00,RD/CR/INSTALLMENT/2025-08,144000.00
TXN_PRIYA_SRC_DEPOSIT_20250812_0115,2025-08-12,2025-08-12T10:03:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,207.00,UPI/DE/RAJU VEG,257897.00
TXN_PRIYA_SRC_DEPOSIT_20250812_0093,2025-08-12,2025-08-12T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,8500.00,UPI/DE/MEENA HOUSEHELP/2025-08,249397.00
TXN_PRIYA_SRC_DEPOSIT_20250813_0101,2025-08-13,2025-08-13T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,129.00,CARD/DE/YOUTUBE PREMIUM,249268.00
TXN_PRIYA_SRC_DEPOSIT_20250814_0130,2025-08-14,2025-08-14T09:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,NACH,12000.00,NACH/DE/NPS TIER I/2025-08,237268.00
TXN_PRIYA_SRC_MUTUAL_FUNDS_20250814_0131,2025-08-14,2025-08-14T10:30:00+05:30,acc_mf_priya_hdfc_0001,mutual_funds,CREDIT,SIP,12000.00,MF/CR/PURCHASE/NPS TIER I/2025-08,960000.00
TXN_PRIYA_SRC_DEPOSIT_20250815_0113,2025-08-15,2025-08-15T08:52:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,751.00,UPI/DE/PAYTMQR2819,236517.00
TXN_PRIYA_SRC_DEPOSIT_20250815_0094,2025-08-15,2025-08-15T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,2499.00,UPI/DE/ACT FIBERNET BILL/2025-08,234018.00
TXN_PRIYA_SRC_DEPOSIT_20250815_0124,2025-08-15,2025-08-15T10:17:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,821.00,UPI/DE/RO SERVICE,233197.00
TXN_PRIYA_SRC_DEPOSIT_20250815_0110,2025-08-15,2025-08-15T17:37:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,211.00,UPI/DE/XEROX SHOP,232986.00
TXN_PRIYA_SRC_DEPOSIT_20250817_0095,2025-08-17,2025-08-17T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1880.00,UPI/DE/BESCOM ELECTRICITY/2025-08,231106.00
TXN_PRIYA_SRC_DEPOSIT_20250817_0109,2025-08-17,2025-08-17T20:29:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,1384.00,UPI/DE/RAJ ELECTRICIAN,229722.00
TXN_PRIYA_SRC_DEPOSIT_20250818_0102,2025-08-18,2025-08-18T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,119.00,CARD/DE/SPOTIFY,229603.00
TXN_PRIYA_SRC_DEPOSIT_20250818_0116,2025-08-18,2025-08-18T19:31:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,217.00,UPI/DE/PUJA STORE,229386.00
TXN_PRIYA_SRC_DEPOSIT_20250818_0117,2025-08-18,2025-08-18T19:47:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,687.00,UPI/DE/PAPA,228699.00
TXN_PRIYA_SRC_DEPOSIT_20250819_0096,2025-08-19,2025-08-19T10:05:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,UPI,899.00,UPI/DE/AIRTEL MOBILE/2025-08,227800.00
TXN_PRIYA_SRC_DEPOSIT_20250820_0103,2025-08-20,2025-08-20T08:45:00+05:30,acc_deposit_priya_hdfc_0001,deposit,DEBIT,CARD,650.00,CARD/DE/LINKEDIN PREMIUM,227150.00
